Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Jess A. Villegas Candelo,M,29.0,180.0,70.0,Colombia,COL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres Hurdles,
Anthony Joseph Vince,M,21.0,,,Canada,CAN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,
Anthony Joseph Vince,M,21.0,,,Canada,CAN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,
Casey Garnett Vincent,M,21.0,183.0,78.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,
Casey Garnett Vincent,M,21.0,183.0,78.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Casey Garnett Vincent,M,25.0,183.0,78.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
Samir Ambrose Vincent,M,23.0,185.0,85.0,Iraq,IRQ,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,
Samir Ambrose Vincent,M,23.0,185.0,85.0,Iraq,IRQ,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,
Samir Ambrose Vincent,M,23.0,185.0,85.0,Iraq,IRQ,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,
"Paul August Allan ""Palle"" Virtanen",M,25.0,181.0,73.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,
"Paul August Allan ""Palle"" Virtanen",M,25.0,181.0,73.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,
Alfred Visagie,M,23.0,185.0,77.0,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,
Alfred Visagie,M,23.0,185.0,77.0,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Henk Visser,M,20.0,189.0,75.0,Netherlands,NED,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Long Jump,
Henk Visser,M,28.0,189.0,75.0,Netherlands,NED,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,
Remegio Vista,M,26.0,159.0,53.0,Philippines,PHI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,
Adisorn Vitsudhamakul,M,25.0,179.0,60.0,Thailand,THA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,
Carlo Vittori,M,21.0,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,
Carlo Vittori,M,21.0,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,
Felipe Vivancos Ruiz,M,24.0,177.0,70.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,
Henry Maximo Vizcano Monteliel,M,28.0,176.0,67.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,
Jorge L. Vizcarrondo Somohano,M,20.0,170.0,70.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,
Jorge L. Vizcarrondo Somohano,M,24.0,170.0,70.0,Puerto Rico,PUR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,
Jorge L. Vizcarrondo Somohano,M,24.0,170.0,70.0,Puerto Rico,PUR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,
Christian Voigt,M,20.0,187.0,78.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,
Harry-Carl Voigt,M,23.0,185.0,76.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Dejan Vojnovi,M,25.0,182.0,83.0,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,
Dejan Vojnovi,M,25.0,182.0,83.0,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
Ji Vojtk,M,23.0,187.0,85.0,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,
Ji Vojtk,M,27.0,187.0,85.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,
Karl R. Volkmer,M,26.0,,,Switzerland,SUI,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,
Leonid Anatolyevich Voloshin,M,22.0,180.0,74.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,
Hermann von Bnninghausen,M,19.0,185.0,78.0,Germany,GER,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,
Hermann von Bnninghausen,M,19.0,185.0,78.0,Germany,GER,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Long Jump,
Hermann von Bnninghausen,M,23.0,185.0,78.0,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 110 metres Hurdles,
Johann Baptist Theodor von Gudenus,M,28.0,183.0,,Austria,AUT,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,
Ernst von Gunten,M,30.0,,,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,
Ernst von Gunten,M,30.0,,,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,
Karl Ferdinand von Halt,M,20.0,191.0,84.0,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 100 metres Relay,
Friedrich Gottlob Paul Ferdinand von Stlpnagel,M,23.0,187.0,70.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Johan Bertil Karl von Wachenfeldt,M,19.0,188.0,76.0,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,
Johan Bertil Karl von Wachenfeldt,M,27.0,188.0,76.0,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,
Johan Bertil Karl von Wachenfeldt,M,27.0,188.0,76.0,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,
Sisomphone Vongpharkdy,M,18.0,183.0,75.0,Laos,LAO,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
Sisomphone Vongpharkdy,M,22.0,183.0,75.0,Laos,LAO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,
Vanchak Voradilok,M,,,,Thailand,THA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,
Vanchak Voradilok,M,,,,Thailand,THA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,
Roman Voronko,M,22.0,184.0,65.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
"Andries Stephanus ""Dries"" Vorster",M,29.0,185.0,79.0,South Africa,RSA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,
Josef Vosolsob,M,31.0,179.0,80.0,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Long Jump,
Slavia Vrane,M,23.0,186.0,76.0,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Sherwin Marchel Vries,M,20.0,179.0,74.0,Namibia,NAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,
Joe Vrtai,M,20.0,187.0,82.0,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Petar Vukievi,M,23.0,185.0,70.0,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 110 metres Hurdles,
Bedich Vygoda,M,17.0,,,Bohemia,BOH,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,
Jaroslav Vykoupil,M,20.0,176.0,67.0,Czechoslovakia,TCH,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,
Jaroslav Vykoupil,M,20.0,176.0,67.0,Czechoslovakia,TCH,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,
Jaroslav Vykoupil,M,20.0,176.0,67.0,Czechoslovakia,TCH,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,
Jaroslav Vykoupil,M,20.0,176.0,67.0,Czechoslovakia,TCH,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,
Ibrahima Wade,M,32.0,193.0,82.0,France,FRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,
Ibrahima Wade,M,32.0,193.0,82.0,France,FRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Ibrahima Wade,M,35.0,193.0,82.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,
Christian Wgli,M,25.0,184.0,70.0,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,
Bruno Julius Wagner,M,23.0,185.0,82.0,Germany,GER,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,
Bruno Julius Wagner,M,23.0,185.0,82.0,Germany,GER,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Long Jump,
"Rudolph ""Rodolfo"" Wagner",M,,,,Chile,CHI,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,
Stanisaw Wagner,M,24.0,165.0,63.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,
Stanisaw Wagner,M,24.0,165.0,63.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,
Stepan Wagner,M,30.0,187.0,79.0,Czech Republic,CZE,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,
Torgny Georg Erik Otto Whlander,M,21.0,,,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Long Jump,
August Waibel,M,,,,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,
August Waibel,M,,,,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 200 metres,
August Waibel,M,,,,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,
Stann Waithe,M,22.0,,,Trinidad and Tobago,TTO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,
Ivan Wakit,M,22.0,179.0,69.0,Papua New Guinea,PNG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,
Ivan Wakit,M,22.0,179.0,69.0,Papua New Guinea,PNG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Chris Meke Walasi,M,32.0,170.0,70.0,Solomon Islands,SOL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,
Nigel Keith Walker,M,21.0,180.0,75.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,
"Reginald Edgar ""Reggie"" Walker",M,19.0,170.0,61.0,South Africa,RSA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,Gold
Anthony Wayne Wallace,M,23.0,191.0,82.0,Jamaica,JAM,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,
Anthony Wayne Wallace,M,23.0,191.0,82.0,Jamaica,JAM,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,
Dennis Wallace,M,22.0,175.0,72.0,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
Peter Wallach,M,25.0,178.0,72.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,
Per Johan Niklas Wallenlind,M,23.0,185.0,80.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,
Frank Laird Waller,M,20.0,176.0,71.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 400 metres,Silver
Frank Laird Waller,M,20.0,176.0,71.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 400 metres Hurdles,Silver
Filip Walotka,M,20.0,186.0,70.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Chavaughn Camarley Walsh,M,28.0,180.0,66.0,Antigua and Barbuda,ANT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
Julian Jrummi Walsh,M,19.0,175.0,75.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,
Julian Jrummi Walsh,M,19.0,175.0,75.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,
"Stephen Craig ""Steve"" Walsh",M,23.0,184.0,72.0,New Zealand,NZL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,
Tahir Jelani Walsh,M,22.0,182.0,91.0,Antigua and Barbuda,ANT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
David Wallis Walters,M,28.0,,,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,
David Wallis Walters,M,30.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,
"William John ""Willie"" Walters",M,24.0,186.0,73.0,South Africa,RSA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
"William John ""Willie"" Walters",M,24.0,186.0,73.0,South Africa,RSA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,
Fletcher Wambo Wamilee,M,20.0,172.0,,Vanuatu,VAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,
Adul Wanasatith,M,21.0,,,Thailand,THA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,
Adul Wanasatith,M,21.0,,,Thailand,THA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,
Adul Wanasatith,M,21.0,,,Thailand,THA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,
Wang Jianan,M,19.0,185.0,72.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Long Jump,
Wang Shijie,M,20.0,180.0,72.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,
Chainarong Wangganon,M,18.0,,,Thailand,THA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,
Kamau George Wanyoke,M,,,,Kenya,KEN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,
Kamau George Wanyoke,M,,,,Kenya,KEN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,
Franck Waota,M,20.0,186.0,85.0,Cote d'Ivoire,CIV,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,
Franck Waota,M,24.0,186.0,85.0,Cote d'Ivoire,CIV,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,
Franck Waota,M,24.0,186.0,85.0,Cote d'Ivoire,CIV,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
Abdul Hakim Wardak,M,20.0,179.0,75.0,Afghanistan,AFG,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 110 metres Hurdles,
Peter Warden,M,23.0,170.0,58.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,
Karsten Warholm,M,20.0,187.0,78.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
Jeremy Matthew Wariner,M,20.0,188.0,71.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,Gold
Jeremy Matthew Wariner,M,20.0,188.0,71.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Jeremy Matthew Wariner,M,24.0,188.0,71.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,Silver
Jeremy Matthew Wariner,M,24.0,188.0,71.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Justyn Paris Ashby Warner,M,25.0,177.0,79.0,Canada,CAN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,
Justyn Paris Ashby Warner,M,25.0,177.0,79.0,Canada,CAN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Karl DeWitt Warner,M,24.0,176.0,71.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Frank Wartenberg,M,21.0,185.0,71.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Long Jump,Bronze
Harcourt Wason,M,20.0,172.0,68.0,Barbados,BAR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,
Daisuke Watanabe,M,25.0,185.0,72.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,
Takahiro Watanabe,M,22.0,185.0,75.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,
Takahiro Watanabe,M,22.0,185.0,75.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,
Visut Watanasin,M,23.0,170.0,67.0,Thailand,THA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
Visut Watanasin,M,23.0,170.0,67.0,Thailand,THA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,
Visut Watanasin,M,27.0,170.0,67.0,Thailand,THA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,
Visut Watanasin,M,27.0,170.0,67.0,Thailand,THA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,
Julien Watrin,M,24.0,185.0,74.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,
"Alfred Joseph ""Alf"" Watson",M,20.0,,,Australia,AUS,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,
"Alfred Joseph ""Alf"" Watson",M,20.0,,,Australia,AUS,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres Hurdles,
"Alfred Joseph ""Alf"" Watson",M,29.0,,,Australia,AUS,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 110 metres Hurdles,
"Alfred Joseph ""Alf"" Watson",M,29.0,,,Australia,AUS,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres Hurdles,
Anthony Lamar Watson,M,19.0,193.0,86.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,
"Luke Graeme Lynton George ""Buster"" Watson",M,26.0,191.0,84.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
"Harold ""Harry"" Watson",M,,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,
"Mitchell ""Mitch"" Watt",M,24.0,184.0,83.0,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,Silver
"William Cullen ""Willie"" Watt",M,,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Long Jump,
Elieser Wattebosi,M,24.0,167.0,58.0,Indonesia,INA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,
Elieser Wattebosi,M,24.0,167.0,58.0,Indonesia,INA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,
Quincy Dushawn Watts,M,22.0,190.0,88.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,Gold
Quincy Dushawn Watts,M,22.0,190.0,88.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Bruno Wavelet,M,25.0,186.0,73.0,France,FRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Ian Weakley,M,26.0,180.0,68.0,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,
Ameer Kenneth Webb,M,25.0,180.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
Ren Weber,M,27.0,178.0,74.0,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,
Ren Weber,M,27.0,178.0,74.0,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,
"James Edward ""Jim"" Wedderburn",M,22.0,178.0,73.0,West Indies Federation,WIF,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,
"James Edward ""Jim"" Wedderburn",M,22.0,178.0,73.0,West Indies Federation,WIF,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Erwin Wegner,M,23.0,191.0,80.0,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,
Erwin Wegner,M,27.0,191.0,80.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 110 metres Hurdles,
Hans Wehrli-Frei,M,25.0,,,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,
Hans Wehrli-Frei,M,25.0,,,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,
Hans Wehrli-Frei,M,25.0,,,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,
Willy Weibel,M,21.0,,,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,
Willy Weibel,M,21.0,,,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,
Willy Weibel,M,21.0,,,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,
George Collinson Weightman-Smith,M,22.0,185.0,73.0,South Africa,RSA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,
Saul Weigopwa,M,18.0,175.0,71.0,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
Saul Weigopwa,M,18.0,175.0,71.0,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Saul Weigopwa,M,22.0,175.0,71.0,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,
"Raymond Henry ""Ray"" Weinberg",M,18.0,188.0,81.0,Australia,AUS,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,
"Raymond Henry ""Ray"" Weinberg",M,22.0,188.0,81.0,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 110 metres Hurdles,
"Raymond Henry ""Ray"" Weinberg",M,22.0,188.0,81.0,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,
"Raymond Henry ""Ray"" Weinberg",M,22.0,188.0,81.0,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,
Georg Albert Weinstein,M,22.0,,,Germany,GER,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Long Jump,
Paul Ludwig Weinstein,M,28.0,,,Germany,GER,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Long Jump,
Fritz Weinzinger,M,21.0,,,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,
Fritz Weinzinger,M,21.0,,,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 100 metres Relay,
Warren Antonio Weir,M,22.0,178.0,75.0,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,Bronze
Zygmunt Eugeniusz Weiss,M,21.0,180.0,78.0,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,
